image_path,caption
dataset/data/coco/val2014/COCO_val2014_000000391375.jpg,A young woman in black spotted tights is sitting on a bench.
dataset/data/coco/val2014/COCO_val2014_000000237428.jpg,A blonde woman sitting on a park bench next to a green bike.
dataset/data/coco/val2014/COCO_val2014_000000521906.jpg,A man putting a bottle in his jacket in the kitchen. 
dataset/data/coco/val2014/COCO_val2014_000000442609.jpg,A kitchen cluttered with dishes and other things on top of a stove.
dataset/data/coco/val2014/COCO_val2014_000000205570.jpg,A person is melting silver over a candle stick.
dataset/data/coco/val2014/COCO_val2014_000000005802.jpg,Two men wearing aprons working in a commercial-style kitchen.
dataset/data/coco/val2014/COCO_val2014_000000510992.jpg,A stove top with an oven with clock next to it's control knob.
dataset/data/coco/val2014/COCO_val2014_000000278237.jpg,A gray car driving by a city bus on the opposite side of the street.
dataset/data/coco/val2014/COCO_val2014_000000044652.jpg,A small airplane is flying across the sky
dataset/data/coco/val2014/COCO_val2014_000000251075.jpg,"Bathroom with a sink, toilet, and a shower with towels on it. "
dataset/data/coco/val2014/COCO_val2014_000000272015.jpg,A park bench in front of a porch in a green grass filled park.
dataset/data/coco/val2014/COCO_val2014_000000120157.jpg,View from above of a toilet and wastebasket.
dataset/data/coco/val2014/COCO_val2014_000000210502.jpg,The side of a passenger rail train with a stripped door.
dataset/data/coco/val2014/COCO_val2014_000000400456.jpg,Lady on horse in front of barbed wire fence
dataset/data/coco/val2014/COCO_val2014_000000108283.jpg,A rotten door leading into a restroom covered in filth.
dataset/data/coco/val2014/COCO_val2014_000000353982.jpg,A woman holds a pair of scissors at a table.
dataset/data/coco/val2014/COCO_val2014_000000214274.jpg,A man and woman in the kitchen preparing food.
dataset/data/coco/val2014/COCO_val2014_000000331366.jpg,A man riding an unusual bike along a park path.
dataset/data/coco/val2014/COCO_val2014_000000435880.jpg,A deep freezer and refrigerator are displayed together.
dataset/data/coco/val2014/COCO_val2014_000000074132.jpg,A bathroom is shown with a tub and mirrors.
dataset/data/coco/val2014/COCO_val2014_000000360673.jpg,A group of motorcycles parked side by side in front of a donuts shop.
dataset/data/coco/val2014/COCO_val2014_000000241876.jpg,A cat standing on a toilet with an open lid.
dataset/data/coco/val2014/COCO_val2014_000000034474.jpg,The interior of an old fashioned bathroom with wood paneling.
dataset/data/coco/val2014/COCO_val2014_000000557501.jpg,a bathroom with two sinks near towel and soap dispensers 
dataset/data/coco/val2014/COCO_val2014_000000056752.jpg,A man peddling a bike along side a lake on the road
dataset/data/coco/val2014/COCO_val2014_000000021711.jpg,A group of bikers riding motorcycles on a dirt lot.
dataset/data/coco/val2014/COCO_val2014_000000056070.jpg,Two motorcycles parked on a bricked sidewalk against a newspaper rack.
dataset/data/coco/val2014/COCO_val2014_000000521906.jpg,A man is putting something in his jacket by knives.
dataset/data/coco/val2014/COCO_val2014_000000336384.jpg,A jet airliner sits in front of the runway.
dataset/data/coco/val2014/COCO_val2014_000000499177.jpg,A man on a motorbike is shown driving down the road.
dataset/data/coco/val2014/COCO_val2014_000000412693.jpg,Two small birds sitting on a piece of wood
dataset/data/coco/val2014/COCO_val2014_000000557501.jpg,A restroom with two sinks and a red colored stall.
dataset/data/coco/val2014/COCO_val2014_000000391375.jpg,A beautiful woman sitting on a bench next to a stone building.
dataset/data/coco/val2014/COCO_val2014_000000565635.jpg,Several people are lining the streets watching a parade.
dataset/data/coco/val2014/COCO_val2014_000000298396.jpg,A kitchen filled with appliances dishes and a bowl of fruit.
dataset/data/coco/val2014/COCO_val2014_000000466085.jpg,A bathroom that is under construction with a standing shower.
dataset/data/coco/val2014/COCO_val2014_000000493753.jpg,A cubicle with several computers on desks and sports flags on walls.
dataset/data/coco/val2014/COCO_val2014_000000230600.jpg,A toilet is sitting outside on a sidewalk near a building.
dataset/data/coco/val2014/COCO_val2014_000000555050.jpg,A small compact car driving past a furniture store.
dataset/data/coco/val2014/COCO_val2014_000000465877.jpg,A chef in a kitchen standing next to a counter with jars and containers.
dataset/data/coco/val2014/COCO_val2014_000000557501.jpg,A colorful public restroom focused on the sinks.
dataset/data/coco/val2014/COCO_val2014_000000383601.jpg,A restroom with a toilet and sink and a brown object hanging off the side of the toilet.
dataset/data/coco/val2014/COCO_val2014_000000120157.jpg,A toilet is shown with a pair of feet underneath.
dataset/data/coco/val2014/COCO_val2014_000000306444.jpg,"A bathroom with white fixtures, a red tiled floor and a black counter."
dataset/data/coco/val2014/COCO_val2014_000000524954.jpg,A urinal is displayed with modern porcelain structuring.
dataset/data/coco/val2014/COCO_val2014_000000242363.jpg,"A bathroom with a sink, toilet and shower bathtub combination."
dataset/data/coco/val2014/COCO_val2014_000000372113.jpg,Two men holding a knife on the cake next to people. 
dataset/data/coco/val2014/COCO_val2014_000000327565.jpg,Multiple shots of motorbike is shown from different angles.
dataset/data/coco/val2014/COCO_val2014_000000368978.jpg,A large airplane flying over a grassy field with trees.
dataset/data/coco/val2014/COCO_val2014_000000465877.jpg,The chef has already canned several jars of foodstuff.
dataset/data/coco/val2014/COCO_val2014_000000488943.jpg,A European street scene with a motorcycle and a car.
dataset/data/coco/val2014/COCO_val2014_000000554625.jpg,A little boy with earphones on listening to something.
dataset/data/coco/val2014/COCO_val2014_000000005879.jpg,A couple bicyclers ride on the street at night.
dataset/data/coco/val2014/COCO_val2014_000000251075.jpg,A bathroom with a picture and red and black vase on the vanity.
dataset/data/coco/val2014/COCO_val2014_000000445002.jpg,Two white sinks in a bathroom with a phone in it.
dataset/data/coco/val2014/COCO_val2014_000000145093.jpg,A photo of a building with a clock tower.
dataset/data/coco/val2014/COCO_val2014_000000242363.jpg,"A bathroom with vanity, sink and toilet, but empty walls."
dataset/data/coco/val2014/COCO_val2014_000000369979.jpg,A room with decorations on a shelf and a painting on the wall.
dataset/data/coco/val2014/COCO_val2014_000000336384.jpg,An airplane on the runaway near the roads.  
dataset/data/coco/val2014/COCO_val2014_000000448151.jpg,A little boy standing next to a car shaped cake.
dataset/data/coco/val2014/COCO_val2014_000000537955.jpg,A brown dog in a kitchen with hardwood floors.
dataset/data/coco/val2014/COCO_val2014_000000533900.jpg,An outhouse is shown with a toilet and window.
dataset/data/coco/val2014/COCO_val2014_000000396673.jpg,Two large commercial airplanes sitting on the runway.
dataset/data/coco/val2014/COCO_val2014_000000008218.jpg,A building with a black and gold clock on it.
dataset/data/coco/val2014/COCO_val2014_000000555050.jpg,A street scene with a car passing by.
dataset/data/coco/val2014/COCO_val2014_000000136783.jpg,A restroom urinal mounted on a green wall next to the outside of a stone building.
dataset/data/coco/val2014/COCO_val2014_000000140307.jpg,A group of people sitting around a table under an umbrella.
dataset/data/coco/val2014/COCO_val2014_000000230600.jpg,a toilet outdoors near a building and an emergency telephone
dataset/data/coco/val2014/COCO_val2014_000000220255.jpg,An airplane parked in the middle of a runway.
dataset/data/coco/val2014/COCO_val2014_000000145093.jpg,A large stone building with a clock face on it.
dataset/data/coco/val2014/COCO_val2014_000000027065.jpg,A towel hangs beneath a sink in a bathroom.
dataset/data/coco/val2014/COCO_val2014_000000031519.jpg,a car over turned on a city street
dataset/data/coco/val2014/COCO_val2014_000000442009.jpg,a bathroom with a bath tub near windows
dataset/data/coco/val2014/COCO_val2014_000000102625.jpg,A well lit kitchen with  polished wooden floors.
dataset/data/coco/val2014/COCO_val2014_000000136783.jpg,"There are two images side by side, windows and a bathroom"
dataset/data/coco/val2014/COCO_val2014_000000493753.jpg,A laptop and desktop on a corner desk.
dataset/data/coco/val2014/COCO_val2014_000000108283.jpg,A rusted door leading to an old bathroom with a hole in the floor.
dataset/data/coco/val2014/COCO_val2014_000000056070.jpg,A motorcycle parked next to a yellow object on a sidewalk.
dataset/data/coco/val2014/COCO_val2014_000000186697.jpg,A person rides a bike down the road.
dataset/data/coco/val2014/COCO_val2014_000000264599.jpg,A crowded city street with lots of people walking around.
dataset/data/coco/val2014/COCO_val2014_000000332653.jpg,A man stands next to a motorbike on some pavement.
dataset/data/coco/val2014/COCO_val2014_000000401411.jpg,A cook stands at the counter with a cutting board and salad tongs in front of him.
dataset/data/coco/val2014/COCO_val2014_000000442009.jpg,A bathroom scene is shown with a tub and counter.
dataset/data/coco/val2014/COCO_val2014_000000239252.jpg,An elaborate contraption on a water faucet for a bathtub.
dataset/data/coco/val2014/COCO_val2014_000000005802.jpg,Chefs preparing food in a professional metallic style kitchen.
dataset/data/coco/val2014/COCO_val2014_000000506906.jpg,Two cups of black coffee sitting next to a coffee pot. 
dataset/data/coco/val2014/COCO_val2014_000000331366.jpg,a person riding a bicycle with a large front whel
dataset/data/coco/val2014/COCO_val2014_000000034196.jpg,Two desktop computer monitors sitting on a desk with a keyboard and mouse.
dataset/data/coco/val2014/COCO_val2014_000000368978.jpg,jumbo jet comes in for a landing over some trees
dataset/data/coco/val2014/COCO_val2014_000000400456.jpg,A woman riding a horse in front of a fence with razor wire
dataset/data/coco/val2014/COCO_val2014_000000260627.jpg,A commuter train traveling down train track next to a rural road.
dataset/data/coco/val2014/COCO_val2014_000000306444.jpg,A bathroom with a small odd shaped toilet next to a sink.
dataset/data/coco/val2014/COCO_val2014_000000013466.jpg,Two street signs are shown against more buildings.
dataset/data/coco/val2014/COCO_val2014_000000075101.jpg,a bathroom with a sink a small mirror and a toilet
dataset/data/coco/val2014/COCO_val2014_000000096549.jpg,Egyptair airplane standing on the tarmac at airport
dataset/data/coco/val2014/COCO_val2014_000000262514.jpg,A display of a toilet and sink in a store. 
dataset/data/coco/val2014/COCO_val2014_000000102625.jpg,a kitchen with a window a sink and a table
dataset/data/coco/val2014/COCO_val2014_000000524954.jpg,Multiple bowl like structures are shown with piping.
dataset/data/coco/val2014/COCO_val2014_000000554625.jpg,A group of people sitting at desk using computers.
dataset/data/coco/val2014/COCO_val2014_000000352151.jpg,a plane on an air port run way
dataset/data/coco/val2014/COCO_val2014_000000027065.jpg,An all white bathroom with toilet and sink. 
dataset/data/coco/val2014/COCO_val2014_000000027065.jpg,A empty restroom with a white toilet and a sink.
dataset/data/coco/val2014/COCO_val2014_000000127987.jpg,A baseball player bobble head next to two computer monitors on a desk.
dataset/data/coco/val2014/COCO_val2014_000000499177.jpg,a person riding a dirt bike on a road 
dataset/data/coco/val2014/COCO_val2014_000000494629.jpg,a person sitting on a toilet while operating a computer
dataset/data/coco/val2014/COCO_val2014_000000527260.jpg,Kitchen sink and countertop with kitchen appliances on it
dataset/data/coco/val2014/COCO_val2014_000000368978.jpg,An airplane taking off over a field next to a forest. 
dataset/data/coco/val2014/COCO_val2014_000000102735.jpg,A dog standing on the street next to an RV and motorcycle. 
dataset/data/coco/val2014/COCO_val2014_000000396673.jpg,Two large jetliners sitting on airport runways passing each other by.
dataset/data/coco/val2014/COCO_val2014_000000008218.jpg,A large clock towers next to a forest filled with green trees.
dataset/data/coco/val2014/COCO_val2014_000000524954.jpg,Four urinals next to each other with visible piping. 
dataset/data/coco/val2014/COCO_val2014_000000031519.jpg,it is a scene of a crash with a vehicle overturned.
dataset/data/coco/val2014/COCO_val2014_000000262514.jpg,Toilet and sink on display in a furniture store
dataset/data/coco/val2014/COCO_val2014_000000272015.jpg,A park bench casting a shadow on a path. 
dataset/data/coco/val2014/COCO_val2014_000000085145.jpg,A large grey airplane flying through the sky in the daytime.  
dataset/data/coco/val2014/COCO_val2014_000000251639.jpg,A grey cat sniffing a bicycle in a living room.
dataset/data/coco/val2014/COCO_val2014_000000057703.jpg,A man and two women walking their dogs and hiking in the woods.
dataset/data/coco/val2014/COCO_val2014_000000251639.jpg,A gray cat is looking at an upside down blue bicycle.
dataset/data/coco/val2014/COCO_val2014_000000199951.jpg,a person riding a motorcycle on an enclosed road
dataset/data/coco/val2014/COCO_val2014_000000506906.jpg,two small cups filled with coffee next to a silver coffee pot
dataset/data/coco/val2014/COCO_val2014_000000186697.jpg,This is an image of a person riding a bicycle
dataset/data/coco/val2014/COCO_val2014_000000488943.jpg,a motorcycle parked in front of a car on a street
dataset/data/coco/val2014/COCO_val2014_000000525420.jpg,A bathtub is beneath a torn down wall.
dataset/data/coco/val2014/COCO_val2014_000000555050.jpg,"a shop a car traffic lights and buildings
"
dataset/data/coco/val2014/COCO_val2014_000000127987.jpg,A close of a bobble head doll with a computer in the background.
dataset/data/coco/val2014/COCO_val2014_000000264599.jpg,people on a city street with buildings in the background
dataset/data/coco/val2014/COCO_val2014_000000237428.jpg,"a woman sitting on a bench next to her bike
"
dataset/data/coco/val2014/COCO_val2014_000000102625.jpg,There is a country styled kitchen with wood flooring and white walls.
dataset/data/coco/val2014/COCO_val2014_000000453634.jpg,A fancy bathroom with a clean toilet and piping.
dataset/data/coco/val2014/COCO_val2014_000000435880.jpg,A kitchen has a refrigerator and ice chest. 
dataset/data/coco/val2014/COCO_val2014_000000352151.jpg,A small airliner proceeds down the runway on takeoff.
dataset/data/coco/val2014/COCO_val2014_000000465877.jpg,a chef in a kitchen with jars bowls and machines
dataset/data/coco/val2014/COCO_val2014_000000139440.jpg,A group of people are using a rowboat in the ocean
dataset/data/coco/val2014/COCO_val2014_000000154324.jpg,A small bathroom with a toilet and a bathtub with an open shower curtain.
dataset/data/coco/val2014/COCO_val2014_000000364113.jpg,Two helmeted riders proceed down a dirt path on horseback.
dataset/data/coco/val2014/COCO_val2014_000000199951.jpg,A motorcycle and a rider on a race track
dataset/data/coco/val2014/COCO_val2014_000000443351.jpg,A pair of cruising motorcycles seem from above parked on black asphalt.
dataset/data/coco/val2014/COCO_val2014_000000567220.jpg,"An open door leading to a bathroom toilet, with a shower rack and bureau visible."
dataset/data/coco/val2014/COCO_val2014_000000332653.jpg,A man standing in front of a motorcycle on a driveway.
dataset/data/coco/val2014/COCO_val2014_000000396673.jpg,Two planes are placed next to each other.
dataset/data/coco/val2014/COCO_val2014_000000008218.jpg,A clock is shown on the top of a building.
dataset/data/coco/val2014/COCO_val2014_000000236535.jpg,A small plane is taking off from a grassy field.
dataset/data/coco/val2014/COCO_val2014_000000568893.jpg,"A hotel room with a flat screen tv, chair, and bed. "
dataset/data/coco/val2014/COCO_val2014_000000062483.jpg,A young soldier has his picture taken with a young lady with an open jacket and brazier showing.
dataset/data/coco/val2014/COCO_val2014_000000327565.jpg,Blue motorcycle shown at different angles and different engine parts. 
dataset/data/coco/val2014/COCO_val2014_000000056752.jpg,A person bicycles along the edge of the road overlooking the river.
dataset/data/coco/val2014/COCO_val2014_000000297414.jpg,A kitchen scene is shown with appliances and counters.
dataset/data/coco/val2014/COCO_val2014_000000056752.jpg,Portly bicyclist proceeds along the highway beside a shallow river.
dataset/data/coco/val2014/COCO_val2014_000000137967.jpg,A cubicle desk with two laptops on it. 
dataset/data/coco/val2014/COCO_val2014_000000580255.jpg,Two big dogs ride beside one another on the same vehicle seat.
dataset/data/coco/val2014/COCO_val2014_000000099389.jpg,A motorcycle parked in front of a graffiti covered building.
dataset/data/coco/val2014/COCO_val2014_000000251075.jpg,A bathroom is shown with a sink and toilet.
dataset/data/coco/val2014/COCO_val2014_000000027065.jpg,a bathroom with a toilet and a sink wit ha towel
dataset/data/coco/val2014/COCO_val2014_000000152649.jpg,A jumbo jet airplane in flight on a sunny day.
dataset/data/coco/val2014/COCO_val2014_000000294832.jpg,A bathroom with an enclosed shower next to a sink and a toilet.
dataset/data/coco/val2014/COCO_val2014_000000057703.jpg,Three dogs are huddled together with their owners. 
dataset/data/coco/val2014/COCO_val2014_000000152649.jpg,An airplane jet flying through the air against a blue sky.
dataset/data/coco/val2014/COCO_val2014_000000272015.jpg,A bench sits on grass overlooking the street.
dataset/data/coco/val2014/COCO_val2014_000000522137.jpg,A group of vans traveling over a bridge next to train tracks.
dataset/data/coco/val2014/COCO_val2014_000000544713.jpg,A man riding a red motorcycle in front of a red garage.
dataset/data/coco/val2014/COCO_val2014_000000262514.jpg,A toilet with a sink on the back is displayed.
dataset/data/coco/val2014/COCO_val2014_000000499281.jpg,A kitchen with a bag from Whole Foods on the counter. 
dataset/data/coco/val2014/COCO_val2014_000000127987.jpg,A bobble head is shown next to computer screens.
dataset/data/coco/val2014/COCO_val2014_000000073280.jpg,a brown and white kitchen with a silver refrigerator
dataset/data/coco/val2014/COCO_val2014_000000102735.jpg,A dog on a leash tied to a motor home.
dataset/data/coco/val2014/COCO_val2014_000000442609.jpg,A kitchen counter cultured with dishes and utensils. 
dataset/data/coco/val2014/COCO_val2014_000000568893.jpg,A computer terminal sits adopt a wooden item of furniture in a bedroom setting.
dataset/data/coco/val2014/COCO_val2014_000000383601.jpg,A teddy bear with it's face in the trashcan. 
dataset/data/coco/val2014/COCO_val2014_000000363272.jpg,A man sitting on a pillar talking on the phone
dataset/data/coco/val2014/COCO_val2014_000000372113.jpg,"A pair of Navy officers cutting a cake together at a banquet, surrounded by officers and civilians."
dataset/data/coco/val2014/COCO_val2014_000000488943.jpg,A motorcycle parked on the street in front of a car. 
dataset/data/coco/val2014/COCO_val2014_000000085316.jpg,A picture of an old western family and their horses. 
dataset/data/coco/val2014/COCO_val2014_000000140307.jpg,Six men sitting at an outdoor table of a restaurant near a shoreline.
dataset/data/coco/val2014/COCO_val2014_000000396673.jpg,A pair of jet airplanes stand at rest on a tarmac at an airport.
dataset/data/coco/val2014/COCO_val2014_000000008218.jpg,A large church clock above a church door on a tower.
dataset/data/coco/val2014/COCO_val2014_000000260627.jpg,A train that is moving past a residential neighborhood. 
dataset/data/coco/val2014/COCO_val2014_000000176828.jpg,A airplane banking to the right as it ascends into the sky
dataset/data/coco/val2014/COCO_val2014_000000140307.jpg,Diners at an outdoor patio table at a restaurant beside a city street.
dataset/data/coco/val2014/COCO_val2014_000000288639.jpg,A calico cat drinking water from a running tap in a bathroom.
dataset/data/coco/val2014/COCO_val2014_000000137967.jpg,Two monitors and keyboards on the table in a room. 
dataset/data/coco/val2014/COCO_val2014_000000336384.jpg,A large Ryanair jet moving on a taxi way at the airport.
dataset/data/coco/val2014/COCO_val2014_000000239252.jpg,"Bath tub with metal shower head, vanity mirror, and small utilities compartment. "
dataset/data/coco/val2014/COCO_val2014_000000453634.jpg,a bathroom with a toilet a sink and a shower
dataset/data/coco/val2014/COCO_val2014_000000525420.jpg,A bathtub with water in it in a bathroom with destroyed walls.
dataset/data/coco/val2014/COCO_val2014_000000237428.jpg,A woman sitting on a bench and a bicycle leaning against the bench.
dataset/data/coco/val2014/COCO_val2014_000000327565.jpg,a collage of photos of a blue colored motorcycle
dataset/data/coco/val2014/COCO_val2014_000000264599.jpg,A man stands outside a shop on the city street.
dataset/data/coco/val2014/COCO_val2014_000000524954.jpg,Four oval shaped urinals and all the plumbing exposed.
dataset/data/coco/val2014/COCO_val2014_000000005802.jpg,Two people standing around in a large kitchen.
dataset/data/coco/val2014/COCO_val2014_000000009288.jpg,a pink plastic toilet seat in a bathroom
dataset/data/coco/val2014/COCO_val2014_000000056752.jpg,a person riding a bicycle near a river of water
dataset/data/coco/val2014/COCO_val2014_000000420490.jpg,A kitchen with an island and window over the sink.
dataset/data/coco/val2014/COCO_val2014_000000528729.jpg,A man talking on a cell phone walking an orange bike across a street.
dataset/data/coco/val2014/COCO_val2014_000000568893.jpg,A room with a bed and a television on a chest of drawers.
dataset/data/coco/val2014/COCO_val2014_000000561780.jpg,three elderly people sit on a bench near a city map
dataset/data/coco/val2014/COCO_val2014_000000187513.jpg,a bathroom with a sink a mirror a toilet and a shower
dataset/data/coco/val2014/COCO_val2014_000000176828.jpg,A JAL airplane is flying in the sky.
dataset/data/coco/val2014/COCO_val2014_000000580255.jpg,Two adorable dogs sitting in the back seat of a car.
dataset/data/coco/val2014/COCO_val2014_000000196047.jpg,a bathroom with a toilet and a bath tub
dataset/data/coco/val2014/COCO_val2014_000000199951.jpg,A person on a motorcycle driving around a racetrack.
dataset/data/coco/val2014/COCO_val2014_000000568893.jpg,A living room with a chair and a flat screen TV.
dataset/data/coco/val2014/COCO_val2014_000000062483.jpg,Two cosplaying people pose for a photo 
dataset/data/coco/val2014/COCO_val2014_000000580255.jpg,Two dogs in the back of a car looking out the window. 
dataset/data/coco/val2014/COCO_val2014_000000264599.jpg,A street in a down town area of an asian city.
dataset/data/coco/val2014/COCO_val2014_000000079920.jpg,A television playing in the corner of a living room beside a fireplace arranged with family photos and paintings.
dataset/data/coco/val2014/COCO_val2014_000000079920.jpg,a large television set next to stone fireplace in a living room
dataset/data/coco/val2014/COCO_val2014_000000448151.jpg,A small boy next to a table upon which sits a birthday cake shaped like a racecar.
dataset/data/coco/val2014/COCO_val2014_000000537955.jpg,A large brown dog stands next to a kitchen counter on a wooden floor.
dataset/data/coco/val2014/COCO_val2014_000000260627.jpg,A man on the road next to a train on the tracks. 
dataset/data/coco/val2014/COCO_val2014_000000435880.jpg,A refrigerator and freezer placed next to one another.
dataset/data/coco/val2014/COCO_val2014_000000108283.jpg,A photo of the camera peeking into a dirty bathroom.
dataset/data/coco/val2014/COCO_val2014_000000522137.jpg,Vehicles full of materials sit on top of moving train.
dataset/data/coco/val2014/COCO_val2014_000000544713.jpg,A man poses with his motorcycle outside a garage.
dataset/data/coco/val2014/COCO_val2014_000000239252.jpg,a bath tub with a flexible shower head 
dataset/data/coco/val2014/COCO_val2014_000000147042.jpg,"A kitchen refrigerator with numerous pictures held up by magnets, next to counters and a dining table and chairs."
dataset/data/coco/val2014/COCO_val2014_000000050411.jpg,A mounted police officer riding down a city street past parked cars.
dataset/data/coco/val2014/COCO_val2014_000000360673.jpg,A row of motorcycles are parked across the street from a donut shop.
dataset/data/coco/val2014/COCO_val2014_000000580255.jpg,Two dogs in the back seat looking out the windows.
dataset/data/coco/val2014/COCO_val2014_000000043771.jpg,A bathroom containing a toilet and a sink.
dataset/data/coco/val2014/COCO_val2014_000000205570.jpg,A person heats metal in a spoon over a candle at a kitchen table.
dataset/data/coco/val2014/COCO_val2014_000000352151.jpg,A commercial Jet is on the runway of an airfield.
dataset/data/coco/val2014/COCO_val2014_000000176828.jpg,A commercial airplane flying on a clear day.
dataset/data/coco/val2014/COCO_val2014_000000120021.jpg,A motorcycle with a red seat is on top of a stand. 
dataset/data/coco/val2014/COCO_val2014_000000027517.jpg,A person holds a flip phone displaying the screen.
dataset/data/coco/val2014/COCO_val2014_000000147042.jpg,A family kitchen with bright neon green walls.
dataset/data/coco/val2014/COCO_val2014_000000050411.jpg,A gentleman riding a horse down a city street.
dataset/data/coco/val2014/COCO_val2014_000000145093.jpg,A tan building with windows and a clock face on top. 
dataset/data/coco/val2014/COCO_val2014_000000372113.jpg,Several people posing while cutting a large cake.
dataset/data/coco/val2014/COCO_val2014_000000085316.jpg,"a computer manipulated image of a man, woman and children on a farm"
dataset/data/coco/val2014/COCO_val2014_000000139440.jpg,A team of rowers row a canoe through a body of water.
dataset/data/coco/val2014/COCO_val2014_000000401411.jpg,Chef talking to people seated at a bar in kitchen with various food items.
dataset/data/coco/val2014/COCO_val2014_000000147042.jpg,A home kitchen with lots of pictures and magnetic cards on the refrigerator.
dataset/data/coco/val2014/COCO_val2014_000000050411.jpg,A man rides a horse down a city street.
dataset/data/coco/val2014/COCO_val2014_000000288639.jpg,A cat drinking water out of a sink.
dataset/data/coco/val2014/COCO_val2014_000000092678.jpg,A couple flying a kite at dusk on the seaside.
dataset/data/coco/val2014/COCO_val2014_000000005802.jpg,A commercial kitchen with two men working to prepare several plates.
dataset/data/coco/val2014/COCO_val2014_000000175942.jpg,A street view with a plane flying ahead.
dataset/data/coco/val2014/COCO_val2014_000000132901.jpg,A woman is surprised as a man hands her a trophy while standing in front of a motorcycle.
dataset/data/coco/val2014/COCO_val2014_000000279343.jpg,A group of fighter jets sitting on an airport tarmac.
dataset/data/coco/val2014/COCO_val2014_000000453634.jpg,A bathroom scene with focus on the toilet.
dataset/data/coco/val2014/COCO_val2014_000000196047.jpg,a toilet and claw foot bathtub in a turquoise bathroom with wood flooring
dataset/data/coco/val2014/COCO_val2014_000000360673.jpg,Five motorcycles are parked outside of a Dunkin' Donuts. 
dataset/data/coco/val2014/COCO_val2014_000000099389.jpg,The sport motorcycle sits in front of the graffiti filled wall.
dataset/data/coco/val2014/COCO_val2014_000000486521.jpg,A hood lifted on a Chevrolet vehicle with a teddy bear on the side.
dataset/data/coco/val2014/COCO_val2014_000000564003.jpg,A restroom stall with a white toilet and a toilet paper dispenser.
dataset/data/coco/val2014/COCO_val2014_000000092678.jpg,two people flying a rainbow colored kite on a beach
dataset/data/coco/val2014/COCO_val2014_000000283910.jpg,A group of sheep being herded by a black dog.
dataset/data/coco/val2014/COCO_val2014_000000120021.jpg,a motorcycle with a red seat up on a red jack
dataset/data/coco/val2014/COCO_val2014_000000497099.jpg,A room filled with bathroom sinks and bath tubs.
dataset/data/coco/val2014/COCO_val2014_000000031519.jpg,An overturned car at the intersection of a city street.
dataset/data/coco/val2014/COCO_val2014_000000318361.jpg,a girl sitting at a kitchen table in a home
dataset/data/coco/val2014/COCO_val2014_000000568893.jpg,"A room with a bed, a chair, and a television."
dataset/data/coco/val2014/COCO_val2014_000000445002.jpg,The bathroom is cluttered with various grooming objects.
dataset/data/coco/val2014/COCO_val2014_000000262514.jpg,A store filled with bathroom equipment and accessories.
dataset/data/coco/val2014/COCO_val2014_000000057703.jpg,A group of people in the woods with dogs.
dataset/data/coco/val2014/COCO_val2014_000000005802.jpg,two men in white shirts in a large steel kitchen
dataset/data/coco/val2014/COCO_val2014_000000115229.jpg,A  lawn sitting on a snowy sidewalk by a hydrant.
dataset/data/coco/val2014/COCO_val2014_000000073280.jpg,"A kitchen with tile floors, granite counters and stainless steel refrigerator."
dataset/data/coco/val2014/COCO_val2014_000000152649.jpg,a plane with its lights on flying in the sky
dataset/data/coco/val2014/COCO_val2014_000000148766.jpg,some white and blue porcelain designer toilet bowls
dataset/data/coco/val2014/COCO_val2014_000000237428.jpg,"A woman sitting on a bench next to a bicycle,"
dataset/data/coco/val2014/COCO_val2014_000000085145.jpg,A large passenger plane is flying through the sky.
dataset/data/coco/val2014/COCO_val2014_000000562090.jpg,A bathroom with all black fixtures in it.
dataset/data/coco/val2014/COCO_val2014_000000297414.jpg,A kitchen with dark cabinets and stainless steel appliances.
dataset/data/coco/val2014/COCO_val2014_000000368978.jpg,A jumbo jet plane in flight with a city in the background.
dataset/data/coco/val2014/COCO_val2014_000000199951.jpg,A person riding a motor cycle down a race track.
dataset/data/coco/val2014/COCO_val2014_000000521906.jpg,A man putting something in his pinstripe jacket by knives.
dataset/data/coco/val2014/COCO_val2014_000000199951.jpg,Racer driving a high performance motorcycle on track
dataset/data/coco/val2014/COCO_val2014_000000166003.jpg,A small room with a heater and a desk filled with clutter.
dataset/data/coco/val2014/COCO_val2014_000000465877.jpg,a chef in a white chef coat leaning on a table with three white bowls
dataset/data/coco/val2014/COCO_val2014_000000136793.jpg,a toilet a toilet paper roll and a newspaper
dataset/data/coco/val2014/COCO_val2014_000000152649.jpg,A large passenger plane is flying high in the sky.
dataset/data/coco/val2014/COCO_val2014_000000062483.jpg,A happy couple is shown with a man in uniform.
dataset/data/coco/val2014/COCO_val2014_000000466085.jpg,an unfinished bathroom with a sink and pipes on the floor
dataset/data/coco/val2014/COCO_val2014_000000506906.jpg,Two cups of coffee are on a table by an italian coffee maker.
dataset/data/coco/val2014/COCO_val2014_000000137967.jpg,"Two computers, a phone, books, and paper on an office desk."
dataset/data/coco/val2014/COCO_val2014_000000236535.jpg,A small crop taking off in a grassy field.
dataset/data/coco/val2014/COCO_val2014_000000368335.jpg,a brown horse is walking in between two cars
dataset/data/coco/val2014/COCO_val2014_000000383777.jpg,A man in hipster clothes straddling a bicycle on the sidewalk.
dataset/data/coco/val2014/COCO_val2014_000000075118.jpg,A plane is straight up into the sky.
dataset/data/coco/val2014/COCO_val2014_000000262514.jpg,a white toilet with a brown lid and a sink behind it
